feature,month,left_year,right_year,corr,nrmse,high_similarity_flag
temperature,2,2023,2025,0.9864853413412602,0.9172214846374852,False
temperature,2,2024,2025,0.9883699803779536,1.7013221981064452,False
temperature,3,2023,2024,0.9964550082714823,0.6876074124685645,False
temperature,3,2023,2025,0.9966444015791028,0.4885238474056297,False
temperature,3,2024,2025,0.9958321245922509,0.286905163256916,True
temperature,4,2023,2024,0.9953437262379577,0.5583051520230418,False
temperature,4,2023,2025,0.9951122574984099,0.21764373359002992,True
temperature,4,2024,2025,0.9888098681866284,0.65631948896489,False
temperature,5,2023,2024,0.9980911840356536,0.27300340655737865,True
temperature,5,2023,2025,0.9920888880867651,0.3130113266786256,True
temperature,5,2024,2025,0.991736405229796,0.1641153869303406,True
temperature,6,2023,2024,0.997836714078831,0.5791934649874645,False
temperature,6,2023,2025,0.9946097840943562,0.6780099121849583,False
temperature,6,2024,2025,0.9958831045257385,0.28479296675664395,True
temperature,7,2023,2024,0.9983746067131253,0.13868408220597966,True
temperature,7,2023,2025,0.9911310731574773,1.3412019357633527,False
temperature,7,2024,2025,0.9940469287727579,1.3824515120818013,False
temperature,8,2023,2024,0.9975946431493294,0.7890866527833419,False
temperature,8,2023,2025,0.995771495629615,0.6741667914885022,False
temperature,8,2024,2025,0.9979202519335069,0.1282487407467609,True
temperature,9,2023,2024,0.9967174768168039,0.7231943918051644,False
temperature,9,2023,2025,0.9968783039155059,0.13740864491460297,True
temperature,9,2024,2025,0.9909442439047325,0.587475325040147,False
temperature,10,2023,2024,0.9959998397863244,0.3740225349468298,False
temperature,10,2023,2025,0.9969379494164656,0.6737525137103259,False
temperature,10,2024,2025,0.9956737375717011,0.36070829521364267,False
temperature,11,2023,2024,0.9973971779960578,1.1102964865136775,False
temperature,11,2023,2025,0.9833393658429147,1.0425775520095992,False
temperature,11,2024,2025,0.9900129612828092,0.203070692231658,True
temperature,12,2023,2024,0.996885013227223,0.3731026835681958,False
temperature,12,2023,2025,0.9925265365147755,0.19275472249970613,True
temperature,12,2024,2025,0.9952758300525244,0.2753708822579356,True
weekday,1,2023,2024,,96851604889688.0,False
weekday,1,2023,2025,0.0,48425802444844.0,False
weekday,1,2024,2025,0.0,435832222003596.0,False
weekday,2,2023,2024,1.0,0.0,True
weekday,2,2023,2025,1.0,0.0,True
weekday,2,2024,2025,1.0,0.0,True
weekday,3,2023,2024,0.0,0.19354838709677402,False
weekday,3,2023,2025,0.0,48425802444844.0,False
weekday,3,2024,2025,0.0,96851604889688.0,False
weekday,4,2023,2024,0.0,750599937895082.0,False
weekday,4,2023,2025,0.0,300239975158033.0,False
weekday,4,2024,2025,,150119987579016.0,False
weekday,5,2023,2024,0.0,435832222003596.0,False
weekday,5,2023,2025,,653748333005394.0,False
weekday,5,2024,2025,0.0,108958055500899.0,False
weekday,6,2023,2024,0.0,100079991719344.33,False
weekday,6,2023,2025,0.0,25019997929836.0,False
weekday,6,2024,2025,0.0,0.16666666666666652,False
weekday,7,2023,2024,,193703209779376.0,False
weekday,7,2023,2025,,121064506112110.0,False
weekday,7,2024,2025,,217916111001798.0,False
weekday,8,2023,2024,-0.9999999999999998,217916111001798.0,False
weekday,8,2023,2025,0.0,326874166502697.0,False
weekday,8,2024,2025,0.0,108958055500899.0,False
weekday,9,2023,2024,0.0,0.10000000000000009,False
weekday,9,2023,2025,0.0,600479950316066.0,False
weekday,9,2024,2025,0.0,375299968947541.0,False
weekday,10,2023,2024,,24212901222422.0,False
weekday,10,2023,2025,0.0,48425802444844.0,False
weekday,10,2024,2025,0.0,108958055500899.0,False
weekday,11,2023,2024,0.0,100079991719344.33,False
weekday,11,2023,2025,0.0,150119987579016.34,False
weekday,11,2024,2025,0.0,0.06666666666666643,False
weekday,12,2023,2024,0.0,193703209779376.0,False
weekday,12,2023,2025,0.0,871664444007192.0,False
weekday,12,2024,2025,,96851604889688.0,False
wind_speed,1,2023,2024,0.9806782912353226,0.23741843555013262,True
wind_speed,1,2023,2025,0.972724802918747,1.5826246445749117,False
wind_speed,1,2024,2025,0.9679844649851446,1.5045586941424591,False
wind_speed,2,2023,2024,0.9559905874200347,0.44039199529317086,False
wind_speed,2,2023,2025,0.9789142033362049,0.397267093835741,False
wind_speed,2,2024,2025,0.951902994791068,0.4221599607030243,False
wind_speed,3,2023,2024,0.9469950839402093,0.7094393109699018,False
wind_speed,3,2023,2025,0.9553099498161761,0.4549015609409401,False
wind_speed,3,2024,2025,0.9909048238002204,0.7631206128017195,False
wind_speed,4,2023,2024,0.9015941896622864,0.9995318439375658,False
wind_speed,4,2023,2025,0.969492195119489,1.2542584396372896,False
wind_speed,4,2024,2025,0.8420168860075481,0.8630868946877409,False
wind_speed,5,2023,2024,0.9477990017736846,0.6403137737506421,False
wind_speed,5,2023,2025,0.9482518104352812,0.7282316080339,False
wind_speed,5,2024,2025,0.9626197609063263,0.8156106006967025,False
wind_speed,6,2023,2024,0.9176567955519906,0.834702335745037,False
wind_speed,6,2023,2025,0.9403046051589133,0.4793224177061827,False
wind_speed,6,2024,2025,0.9584189955814252,0.42388389674244914,False
wind_speed,7,2023,2024,0.9085511378714055,1.634187964585803,False
wind_speed,7,2023,2025,0.9555081678707731,0.8654566731155698,False
wind_speed,7,2024,2025,0.9339983162352103,2.588475847199165,False
wind_speed,8,2023,2024,0.9283459938903756,0.9697439480089469,False
wind_speed,8,2023,2025,0.9613535903776751,1.1338154945556211,False
wind_speed,8,2024,2025,0.9081726010101991,0.8591499789511052,False
wind_speed,9,2023,2024,0.7781700651290078,1.0196011059787422,False
wind_speed,9,2023,2025,0.8524690426876083,0.9802636268421746,False
wind_speed,9,2024,2025,0.8806443132285798,1.4388211286523156,False
wind_speed,10,2023,2024,0.7968466130233244,0.679828129953426,False
wind_speed,10,2023,2025,0.8044035950259687,0.6902101203144524,False
wind_speed,10,2024,2025,0.9194025041751787,1.089263423186099,False
wind_speed,11,2023,2024,0.908113532101375,2.9233632907836666,False
wind_speed,11,2023,2025,0.9055247615800935,2.9357245337896116,False
wind_speed,11,2024,2025,0.9707527358408544,0.8518439405786429,False
wind_speed,12,2023,2024,0.9308310923901675,1.8957190000073918,False
wind_speed,12,2023,2025,0.870724863698024,1.7244261101084648,False
wind_speed,12,2024,2025,0.9565757341349375,0.5582755532838154,False
